,world,question,wq_order,u_order,q_order,response,pol,conform,D%,R%,winner
13956,3,8,70,771,13984,0.0,-1.0,rebel,0.45161290322580644,0.2894736842105263,democrats
14270,3,8,71,788,14298,0.0,1.0,conform,0.4375,0.2894736842105263,democrats
14412,3,8,72,795,14440,0.0,-2.0,rebel,0.4375,0.28205128205128205,democrats
14609,3,8,73,806,14637,0.0,-2.0,rebel,0.42424242424242425,0.28205128205128205,democrats
14939,3,8,74,825,14967,0.0,1.0,conform,0.4117647058823529,0.28205128205128205,democrats
15209,3,8,75,838,15237,1.0,-2.0,conform,0.4117647058823529,0.275,democrats
15398,3,8,76,848,15432,1.0,-1.0,conform,0.42857142857142855,0.275,democrats
15530,3,8,77,854,15564,0.0,-1.0,rebel,0.4444444444444444,0.275,democrats
15656,3,8,78,861,15690,1.0,-2.0,conform,0.43243243243243246,0.275,democrats
15881,3,8,79,872,15915,1.0,2.0,rebel,0.4473684210526316,0.275,democrats
16206,3,8,80,887,16240,0.0,2.0,conform,0.4473684210526316,0.2926829268292683,democrats
16392,3,8,81,898,16426,0.0,-2.0,rebel,0.4473684210526316,0.2857142857142857,democrats
16430,3,8,82,900,16464,0.0,1.0,conform,0.4358974358974359,0.2857142857142857,democrats
16680,3,8,83,913,16714,0.0,1.0,conform,0.4358974358974359,0.27906976744186046,democrats
16900,3,8,84,924,16934,1.0,-2.0,conform,0.4358974358974359,0.2727272727272727,democrats
16935,3,8,85,926,17026,1.0,-1.0,conform,0.45,0.2727272727272727,democrats
17142,3,8,86,937,17233,1.0,1.0,rebel,0.4634146341463415,0.2727272727272727,democrats
17298,3,8,87,944,17389,1.0,-1.0,conform,0.4634146341463415,0.28888888888888886,democrats
17981,3,8,88,981,18072,1.0,2.0,rebel,0.47619047619047616,0.28888888888888886,democrats
18291,3,8,89,997,18382,1.0,-1.0,conform,0.47619047619047616,0.30434782608695654,democrats
18547,3,8,90,1009,18638,1.0,-1.0,conform,0.4883720930232558,0.30434782608695654,democrats
18894,3,8,91,1032,18989,0.0,-2.0,rebel,0.5,0.30434782608695654,democrats
19055,3,8,92,1041,19150,1.0,-2.0,conform,0.4888888888888889,0.30434782608695654,democrats
19215,3,8,93,1050,19311,0.0,-2.0,rebel,0.5,0.30434782608695654,democrats
19407,3,8,94,1059,19503,1.0,-2.0,conform,0.48936170212765956,0.30434782608695654,democrats
19667,3,8,95,1071,19763,0.0,2.0,conform,0.5,0.30434782608695654,democrats
19747,3,8,96,1075,19843,1.0,1.0,rebel,0.5,0.2978723404255319,democrats
20492,3,8,97,1112,20588,0.0,2.0,conform,0.5,0.3125,democrats
20619,3,8,98,1119,20715,1.0,2.0,rebel,0.5,0.30612244897959184,democrats
20976,3,8,99,1134,21072,1.0,-2.0,conform,0.5,0.32,democrats
21049,3,8,100,1133,21145,1.0,-2.0,conform,0.5102040816326531,0.32,democrats
21327,3,8,101,1151,21423,1.0,-2.0,conform,0.52,0.32,democrats
21393,3,8,102,1156,21489,0.0,-1.0,rebel,0.5294117647058824,0.32,democrats
21610,3,8,103,1169,21706,1.0,1.0,rebel,0.5192307692307693,0.32,democrats
21897,3,8,104,1179,21993,0.0,-1.0,rebel,0.5192307692307693,0.3333333333333333,democrats
21947,3,8,105,1185,22043,1.0,-1.0,conform,0.5094339622641509,0.3333333333333333,democrats
22331,3,8,106,1202,22496,0.0,-2.0,rebel,0.5185185185185185,0.3333333333333333,democrats
22643,3,8,107,1213,22808,1.0,1.0,rebel,0.509090909090909,0.3333333333333333,democrats
22672,3,8,108,1222,22837,1.0,-1.0,conform,0.509090909090909,0.34615384615384615,democrats
22872,3,8,109,1233,23037,1.0,-2.0,conform,0.5178571428571429,0.34615384615384615,democrats
23046,3,8,110,1243,23211,0.0,-2.0,rebel,0.5263157894736842,0.34615384615384615,democrats
23246,3,8,111,1248,23411,0.0,1.0,conform,0.5172413793103449,0.34615384615384615,democrats
23374,3,8,112,1263,23540,1.0,-2.0,conform,0.5172413793103449,0.33962264150943394,democrats
23818,3,8,113,1281,23984,1.0,-2.0,conform,0.5254237288135594,0.33962264150943394,democrats
24166,3,8,114,1298,24332,1.0,-1.0,conform,0.5333333333333333,0.33962264150943394,democrats
24503,3,8,115,1317,24669,0.0,2.0,conform,0.5409836065573771,0.33962264150943394,democrats
24653,3,8,116,1310,24819,1.0,-1.0,conform,0.5409836065573771,0.3333333333333333,democrats
24897,3,8,117,1332,25063,0.0,1.0,conform,0.5483870967741935,0.3333333333333333,democrats
24988,3,8,118,1335,25154,0.0,-2.0,rebel,0.5483870967741935,0.32727272727272727,democrats
25168,3,8,119,1345,25334,1.0,-1.0,conform,0.5396825396825397,0.32727272727272727,democrats
25464,3,8,120,1357,25630,1.0,-1.0,conform,0.546875,0.32727272727272727,democrats
25495,3,8,121,1364,25661,0.0,1.0,conform,0.5538461538461539,0.32727272727272727,democrats
25926,3,8,122,1384,26092,0.0,1.0,conform,0.5538461538461539,0.32142857142857145,democrats
26056,3,8,123,1382,26222,1.0,-2.0,conform,0.5538461538461539,0.3157894736842105,democrats
26468,3,8,124,1411,26634,0.0,1.0,conform,0.5606060606060606,0.3157894736842105,democrats
26804,3,8,125,1401,26972,0.0,-2.0,rebel,0.5606060606060606,0.3103448275862069,democrats
26826,3,8,126,1433,26994,0.0,-1.0,rebel,0.5522388059701493,0.3103448275862069,democrats
26834,3,8,127,1423,27002,1.0,-2.0,conform,0.5441176470588235,0.3103448275862069,democrats
27366,3,8,128,1469,27542,1.0,2.0,rebel,0.5507246376811594,0.3103448275862069,democrats
27399,3,8,129,1453,27577,0.0,2.0,conform,0.5507246376811594,0.3220338983050847,democrats
27545,3,8,130,1437,27728,0.0,2.0,conform,0.5507246376811594,0.31666666666666665,democrats
27773,3,8,131,1486,27960,1.0,-2.0,conform,0.5507246376811594,0.3114754098360656,democrats
27774,3,8,132,1463,27961,0.0,1.0,conform,0.5571428571428572,0.3114754098360656,democrats
27900,3,8,133,1494,28087,0.0,1.0,conform,0.5571428571428572,0.3064516129032258,democrats
28236,3,8,134,1506,28423,0.0,-2.0,rebel,0.5571428571428572,0.30158730158730157,democrats
28360,3,8,135,1518,28549,0.0,2.0,conform,0.5492957746478874,0.30158730158730157,democrats
28738,3,8,136,1528,28927,0.0,1.0,conform,0.5492957746478874,0.296875,democrats
29100,3,8,137,1561,29290,0.0,2.0,conform,0.5492957746478874,0.2923076923076923,democrats
29200,3,8,138,1537,29393,0.0,1.0,conform,0.5492957746478874,0.2878787878787879,democrats
29356,3,8,139,1569,29549,0.0,1.0,conform,0.5492957746478874,0.2835820895522388,democrats
29639,3,8,140,1576,29832,0.0,-2.0,rebel,0.5492957746478874,0.27941176470588236,democrats
29771,3,8,141,1593,29967,1.0,-1.0,conform,0.5416666666666666,0.27941176470588236,democrats
29955,3,8,142,1609,30151,0.0,1.0,conform,0.547945205479452,0.27941176470588236,democrats
30036,3,8,143,1595,30233,0.0,1.0,conform,0.547945205479452,0.2753623188405797,democrats
30225,3,8,144,1615,30426,0.0,2.0,conform,0.547945205479452,0.2714285714285714,democrats
30626,3,8,145,1629,30828,0.0,2.0,conform,0.547945205479452,0.2676056338028169,democrats
30703,3,8,146,1643,30906,0.0,1.0,conform,0.547945205479452,0.2638888888888889,democrats
31134,3,8,147,1655,31350,0.0,2.0,conform,0.547945205479452,0.2602739726027397,democrats
31262,3,8,148,1649,31479,0.0,2.0,conform,0.547945205479452,0.25675675675675674,democrats
31291,3,8,149,1670,31508,0.0,-2.0,rebel,0.547945205479452,0.25333333333333335,democrats
31364,3,8,150,1671,31584,0.0,2.0,conform,0.5405405405405406,0.25333333333333335,democrats
31683,3,8,151,1689,31933,1.0,-1.0,conform,0.5405405405405406,0.25,democrats
31988,3,8,152,1704,32261,1.0,1.0,rebel,0.5466666666666666,0.25,democrats
32215,3,8,153,1719,32539,0.0,1.0,conform,0.5466666666666666,0.2597402597402597,democrats
32520,3,8,154,1732,32844,0.0,-2.0,rebel,0.5466666666666666,0.2564102564102564,democrats
32672,3,8,155,1740,32996,0.0,1.0,conform,0.5394736842105263,0.2564102564102564,democrats
32838,3,8,156,1756,33187,0.0,2.0,conform,0.5394736842105263,0.25316455696202533,democrats
33070,3,8,157,1765,33423,0.0,2.0,conform,0.5394736842105263,0.25,democrats
33333,3,8,158,1814,33689,0.0,-2.0,rebel,0.5394736842105263,0.24691358024691357,democrats
33378,3,8,159,1812,33734,1.0,-1.0,conform,0.5324675324675324,0.24691358024691357,democrats
33851,3,8,160,1894,34213,1.0,2.0,rebel,0.5384615384615384,0.24691358024691357,democrats
34147,3,8,161,1912,34511,1.0,2.0,rebel,0.5384615384615384,0.25609756097560976,democrats
34404,3,8,162,1923,34768,1.0,2.0,rebel,0.5384615384615384,0.26506024096385544,democrats
34436,3,8,163,1928,34800,0.0,2.0,conform,0.5384615384615384,0.27380952380952384,democrats
34989,3,8,164,1964,35353,0.0,-2.0,rebel,0.5384615384615384,0.27058823529411763,democrats
34995,3,8,165,1963,35359,1.0,-1.0,conform,0.5316455696202531,0.27058823529411763,democrats
35144,3,8,166,1974,35508,0.0,1.0,conform,0.5375,0.27058823529411763,democrats
35298,3,8,167,1986,35662,1.0,-1.0,conform,0.5375,0.26744186046511625,democrats
35876,3,8,169,2029,36242,0.0,1.0,conform,0.5432098765432098,0.26744186046511625,democrats
36413,3,8,170,2071,36785,0.0,2.0,conform,0.5432098765432098,0.26436781609195403,democrats
36587,3,8,171,2079,36959,0.0,-2.0,rebel,0.5432098765432098,0.26136363636363635,democrats
36727,3,8,172,2092,37099,1.0,2.0,rebel,0.5365853658536586,0.26136363636363635,democrats
37231,3,8,174,2133,37620,0.0,1.0,conform,0.5365853658536586,0.2696629213483146,democrats
37314,3,8,175,2136,37705,1.0,1.0,rebel,0.5365853658536586,0.26666666666666666,democrats
37457,3,8,176,2144,37848,0.0,1.0,conform,0.5365853658536586,0.27472527472527475,democrats
37565,3,8,177,2155,37956,0.0,1.0,conform,0.5365853658536586,0.2717391304347826,democrats
37877,3,8,178,2173,38269,0.0,1.0,conform,0.5365853658536586,0.26881720430107525,democrats
38022,3,8,179,2182,38415,0.0,2.0,conform,0.5365853658536586,0.26595744680851063,democrats
38150,3,8,180,2187,38543,0.0,2.0,conform,0.5365853658536586,0.2631578947368421,democrats
38484,3,8,181,2204,38880,0.0,-1.0,rebel,0.5365853658536586,0.2604166666666667,democrats
38673,3,8,183,2221,39069,1.0,-2.0,conform,0.5301204819277109,0.2604166666666667,democrats
39176,3,8,184,2264,39600,0.0,-1.0,rebel,0.5357142857142857,0.2604166666666667,democrats
39417,3,8,185,2276,39844,1.0,-2.0,conform,0.5294117647058824,0.2604166666666667,democrats
39716,3,8,186,2291,40143,0.0,1.0,conform,0.5348837209302325,0.2604166666666667,democrats
39771,3,8,187,2294,40198,1.0,1.0,rebel,0.5348837209302325,0.25773195876288657,democrats
40465,3,8,188,2316,40892,1.0,2.0,rebel,0.5348837209302325,0.2653061224489796,democrats
40493,3,8,189,2330,40920,0.0,1.0,conform,0.5348837209302325,0.2727272727272727,democrats
40725,3,8,190,2343,41152,1.0,1.0,rebel,0.5348837209302325,0.27,democrats
41156,3,8,191,2353,41583,0.0,-2.0,rebel,0.5348837209302325,0.27722772277227725,democrats
41370,3,8,192,2375,41822,0.0,-1.0,rebel,0.5287356321839081,0.27722772277227725,democrats
41742,3,8,193,2398,42220,1.0,-2.0,conform,0.5227272727272727,0.27722772277227725,democrats
42007,3,8,194,2411,42485,0.0,2.0,conform,0.5280898876404494,0.27722772277227725,democrats
42272,3,8,195,2428,42762,0.0,-2.0,rebel,0.5280898876404494,0.27450980392156865,democrats
42504,3,8,196,2437,42994,0.0,1.0,conform,0.5222222222222223,0.27450980392156865,democrats
43058,3,8,197,2487,43555,0.0,2.0,conform,0.5222222222222223,0.27184466019417475,democrats
43468,3,8,198,2511,43965,0.0,-2.0,rebel,0.5222222222222223,0.2692307692307692,democrats
43664,3,8,199,2520,44161,0.0,1.0,conform,0.5164835164835165,0.2692307692307692,democrats
43897,3,8,200,2533,44394,1.0,-2.0,conform,0.5164835164835165,0.26666666666666666,democrats
43995,3,8,201,2536,44495,0.0,1.0,conform,0.5217391304347826,0.26666666666666666,democrats
44132,3,8,202,2546,44632,0.0,-1.0,rebel,0.5217391304347826,0.2641509433962264,democrats
44319,3,8,203,2554,44819,0.0,1.0,conform,0.5161290322580645,0.2641509433962264,democrats
44594,3,8,204,2568,45094,0.0,2.0,conform,0.5161290322580645,0.2616822429906542,democrats
44765,3,8,205,2575,45265,1.0,-2.0,conform,0.5161290322580645,0.25925925925925924,democrats
45165,3,8,206,2605,45666,1.0,2.0,rebel,0.5212765957446809,0.25925925925925924,democrats
45508,3,8,207,2623,46010,0.0,1.0,conform,0.5212765957446809,0.26605504587155965,democrats
45641,3,8,208,2627,46143,1.0,2.0,rebel,0.5212765957446809,0.2636363636363636,democrats
45854,3,8,209,2640,46356,0.0,1.0,conform,0.5212765957446809,0.2702702702702703,democrats
46054,3,8,210,2650,46556,0.0,-2.0,rebel,0.5212765957446809,0.26785714285714285,democrats
46103,3,8,211,2654,46605,0.0,-2.0,rebel,0.5157894736842106,0.26785714285714285,democrats
46396,3,8,212,2669,46898,1.0,-1.0,conform,0.5104166666666666,0.26785714285714285,democrats
46608,3,8,213,2690,47110,0.0,2.0,conform,0.5154639175257731,0.26785714285714285,democrats
46784,3,8,214,2699,47286,0.0,1.0,conform,0.5154639175257731,0.26548672566371684,democrats
46976,3,8,215,2709,47478,0.0,-2.0,rebel,0.5154639175257731,0.2631578947368421,democrats
47281,3,8,216,2723,47783,1.0,-1.0,conform,0.5102040816326531,0.2631578947368421,democrats
77,3,9,1,3,77,1.0,-2.0,equal,0.5,0.5,equal
185,3,9,2,10,185,1.0,-1.0,conform,1.0,0.5,democrats
360,3,9,3,21,360,0.0,1.0,conform,1.0,0.5,democrats
588,3,9,4,32,588,0.0,-2.0,rebel,1.0,0.0,democrats
904,3,9,5,48,904,1.0,-1.0,conform,0.6666666666666666,0.0,democrats
950,3,9,6,55,950,1.0,-2.0,conform,0.75,0.0,democrats
1288,3,9,7,74,1288,1.0,-1.0,conform,0.8,0.0,democrats
1497,3,9,8,84,1497,1.0,-2.0,conform,0.8333333333333334,0.0,democrats
1663,3,9,9,93,1663,1.0,2.0,rebel,0.8571428571428571,0.0,democrats
1830,3,9,10,101,1830,1.0,-1.0,conform,0.8571428571428571,0.5,democrats
2280,3,9,11,125,2280,0.0,2.0,conform,0.875,0.5,democrats
2335,3,9,12,131,2335,0.0,2.0,conform,0.875,0.3333333333333333,democrats
2565,3,9,13,143,2565,1.0,-2.0,conform,0.875,0.25,democrats
2725,3,9,14,150,2740,0.0,2.0,conform,0.8888888888888888,0.25,democrats
2894,3,9,15,161,2909,0.0,-2.0,rebel,0.8888888888888888,0.2,democrats
3175,3,9,16,175,3190,1.0,1.0,rebel,0.8,0.2,democrats
3228,3,9,17,179,3243,1.0,-1.0,conform,0.8,0.3333333333333333,democrats
3457,3,9,18,192,3472,1.0,-1.0,conform,0.8181818181818182,0.3333333333333333,democrats
3659,3,9,19,202,3674,0.0,1.0,conform,0.8333333333333334,0.3333333333333333,democrats
3793,3,9,20,210,3808,1.0,-2.0,conform,0.8333333333333334,0.2857142857142857,democrats
4028,3,9,21,219,4045,1.0,-1.0,conform,0.8461538461538461,0.2857142857142857,democrats
4183,3,9,22,232,4200,0.0,2.0,conform,0.8571428571428571,0.2857142857142857,democrats
4540,3,9,23,246,4557,1.0,1.0,rebel,0.8571428571428571,0.25,democrats
4919,3,9,24,266,4936,1.0,-2.0,conform,0.8571428571428571,0.3333333333333333,democrats
5089,3,9,25,277,5106,1.0,-1.0,conform,0.8666666666666667,0.3333333333333333,democrats
5169,3,9,26,280,5186,1.0,-2.0,conform,0.875,0.3333333333333333,democrats
5214,3,9,27,251,5231,1.0,-2.0,conform,0.8823529411764706,0.3333333333333333,democrats
5538,3,9,28,298,5555,1.0,-2.0,conform,0.8888888888888888,0.3333333333333333,democrats
5596,3,9,29,304,5613,0.0,1.0,conform,0.8947368421052632,0.3333333333333333,democrats
5788,3,9,30,311,5805,1.0,-1.0,conform,0.8947368421052632,0.3,democrats
6042,3,9,31,327,6059,0.0,-2.0,rebel,0.9,0.3,democrats
6442,3,9,32,343,6459,1.0,-2.0,conform,0.8571428571428571,0.3,democrats
6529,3,9,33,351,6546,0.0,-1.0,rebel,0.8636363636363636,0.3,democrats
6629,3,9,34,363,6646,0.0,2.0,conform,0.8260869565217391,0.3,democrats
6946,3,9,35,377,6967,0.0,2.0,conform,0.8260869565217391,0.2727272727272727,democrats
6973,3,9,36,381,6994,1.0,2.0,rebel,0.8260869565217391,0.25,democrats
7566,3,9,37,407,7587,0.0,-2.0,rebel,0.8260869565217391,0.3076923076923077,democrats
7574,3,9,38,415,7595,0.0,2.0,conform,0.7916666666666666,0.3076923076923077,democrats
7600,3,9,39,419,7621,0.0,2.0,conform,0.7916666666666666,0.2857142857142857,democrats
8201,3,9,40,449,8223,0.0,1.0,conform,0.7916666666666666,0.26666666666666666,democrats
8536,3,9,41,464,8558,1.0,-1.0,conform,0.7916666666666666,0.25,democrats
8647,3,9,42,471,8669,0.0,1.0,conform,0.8,0.25,democrats
8836,3,9,43,485,8864,0.0,2.0,conform,0.8,0.23529411764705882,democrats
9058,3,9,44,492,9086,0.0,2.0,conform,0.8,0.2222222222222222,democrats
9197,3,9,45,505,9225,0.0,1.0,conform,0.8,0.21052631578947367,democrats
9393,3,9,46,514,9421,0.0,1.0,conform,0.8,0.2,democrats
9545,3,9,47,527,9573,1.0,1.0,rebel,0.8,0.19047619047619047,democrats
9678,3,9,48,533,9706,0.0,2.0,conform,0.8,0.22727272727272727,democrats
9720,3,9,49,539,9748,1.0,2.0,rebel,0.8,0.21739130434782608,democrats
10042,3,9,50,553,10070,1.0,-2.0,conform,0.8,0.25,democrats
10337,3,9,51,575,10365,1.0,2.0,rebel,0.8076923076923077,0.25,democrats
10497,3,9,52,585,10525,1.0,-1.0,conform,0.8076923076923077,0.28,democrats
10757,3,9,53,597,10785,1.0,1.0,rebel,0.8148148148148148,0.28,democrats
10891,3,9,54,607,10919,0.0,-2.0,rebel,0.8148148148148148,0.3076923076923077,democrats
11115,3,9,55,618,11143,1.0,-1.0,conform,0.7857142857142857,0.3076923076923077,democrats
11267,3,9,56,625,11295,0.0,1.0,conform,0.7931034482758621,0.3076923076923077,democrats
11447,3,9,57,632,11475,0.0,1.0,conform,0.7931034482758621,0.2962962962962963,democrats
11817,3,9,58,658,11845,0.0,1.0,conform,0.7931034482758621,0.2857142857142857,democrats
11975,3,9,59,669,12003,0.0,1.0,conform,0.7931034482758621,0.27586206896551724,democrats
12005,3,9,60,668,12033,0.0,1.0,conform,0.7931034482758621,0.26666666666666666,democrats
12270,3,9,61,682,12298,0.0,1.0,conform,0.7931034482758621,0.25806451612903225,democrats
12446,3,9,62,693,12474,1.0,-2.0,conform,0.7931034482758621,0.25,democrats
12735,3,9,63,705,12763,0.0,1.0,conform,0.8,0.25,democrats
12910,3,9,64,715,12938,1.0,2.0,rebel,0.8,0.24242424242424243,democrats
13090,3,9,65,725,13118,0.0,1.0,conform,0.8,0.2647058823529412,democrats
13252,3,9,66,732,13280,1.0,2.0,rebel,0.8,0.2571428571428571,democrats
13522,3,9,67,748,13550,0.0,1.0,conform,0.8,0.2777777777777778,democrats
13689,3,9,68,758,13717,0.0,-2.0,rebel,0.8,0.2702702702702703,democrats
13749,3,9,69,761,13777,1.0,1.0,rebel,0.7741935483870968,0.2702702702702703,democrats
13949,3,9,70,771,13977,1.0,-1.0,conform,0.7741935483870968,0.2894736842105263,democrats
14262,3,9,71,788,14290,1.0,1.0,rebel,0.78125,0.2894736842105263,democrats
14404,3,9,72,795,14432,0.0,-2.0,rebel,0.78125,0.3076923076923077,democrats
14591,3,9,73,806,14619,1.0,-2.0,conform,0.7575757575757576,0.3076923076923077,democrats
14929,3,9,74,825,14957,0.0,1.0,conform,0.7647058823529411,0.3076923076923077,democrats
15207,3,9,75,838,15235,1.0,-2.0,conform,0.7647058823529411,0.3,democrats
15409,3,9,76,848,15443,1.0,-1.0,conform,0.7714285714285715,0.3,democrats
15533,3,9,77,854,15567,1.0,-1.0,conform,0.7777777777777778,0.3,democrats
15658,3,9,78,861,15692,1.0,-2.0,conform,0.7837837837837838,0.3,democrats
15888,3,9,79,872,15922,1.0,2.0,rebel,0.7894736842105263,0.3,democrats
16167,3,9,80,887,16201,0.0,2.0,conform,0.7894736842105263,0.3170731707317073,democrats
16393,3,9,81,898,16427,0.0,-2.0,rebel,0.7894736842105263,0.30952380952380953,democrats
16415,3,9,82,900,16449,1.0,1.0,rebel,0.7692307692307693,0.30952380952380953,democrats
16684,3,9,83,913,16718,0.0,1.0,conform,0.7692307692307693,0.32558139534883723,democrats
16899,3,9,84,924,16933,1.0,-2.0,conform,0.7692307692307693,0.3181818181818182,democrats
16945,3,9,85,926,17036,1.0,-1.0,conform,0.775,0.3181818181818182,democrats
17154,3,9,86,937,17245,1.0,1.0,rebel,0.7804878048780488,0.3181818181818182,democrats
17297,3,9,87,944,17388,1.0,-1.0,conform,0.7804878048780488,0.3333333333333333,democrats
18005,3,9,88,981,18096,1.0,2.0,rebel,0.7857142857142857,0.3333333333333333,democrats
18305,3,9,89,997,18396,1.0,-1.0,conform,0.7857142857142857,0.34782608695652173,democrats
18534,3,9,90,1009,18625,1.0,-1.0,conform,0.7906976744186046,0.34782608695652173,democrats
18897,3,9,91,1032,18992,0.0,-2.0,rebel,0.7954545454545454,0.34782608695652173,democrats
19062,3,9,92,1041,19157,1.0,-2.0,conform,0.7777777777777778,0.34782608695652173,democrats
19237,3,9,93,1050,19333,1.0,-2.0,conform,0.782608695652174,0.34782608695652173,democrats
19371,3,9,94,1059,19467,1.0,-2.0,conform,0.7872340425531915,0.34782608695652173,democrats
19665,3,9,95,1071,19761,1.0,2.0,rebel,0.7916666666666666,0.34782608695652173,democrats
19763,3,9,96,1075,19859,1.0,1.0,rebel,0.7916666666666666,0.3617021276595745,democrats
20475,3,9,97,1112,20571,0.0,2.0,conform,0.7916666666666666,0.375,democrats
20597,3,9,98,1119,20693,1.0,2.0,rebel,0.7916666666666666,0.3673469387755102,democrats
20929,3,9,99,1134,21025,1.0,-2.0,conform,0.7916666666666666,0.38,democrats
21053,3,9,100,1133,21149,1.0,-2.0,conform,0.7959183673469388,0.38,democrats
21287,3,9,101,1151,21383,1.0,-2.0,conform,0.8,0.38,democrats
21396,3,9,102,1156,21492,0.0,-1.0,rebel,0.803921568627451,0.38,democrats
21667,3,9,103,1169,21763,1.0,1.0,rebel,0.7884615384615384,0.38,democrats
21850,3,9,104,1179,21946,0.0,-1.0,rebel,0.7884615384615384,0.39215686274509803,democrats
21951,3,9,105,1185,22047,1.0,-1.0,conform,0.7735849056603774,0.39215686274509803,democrats
22284,3,9,106,1202,22449,1.0,-2.0,conform,0.7777777777777778,0.39215686274509803,democrats
22603,3,9,107,1213,22768,1.0,1.0,rebel,0.7818181818181819,0.39215686274509803,democrats
22705,3,9,108,1222,22870,1.0,-1.0,conform,0.7818181818181819,0.40384615384615385,democrats
22955,3,9,109,1233,23120,1.0,-2.0,conform,0.7857142857142857,0.40384615384615385,democrats
23141,3,9,110,1248,23306,0.0,1.0,conform,0.7894736842105263,0.40384615384615385,democrats
23370,3,9,111,1243,23536,0.0,-2.0,rebel,0.7894736842105263,0.39622641509433965,democrats
23445,3,9,112,1263,23611,1.0,-2.0,conform,0.7758620689655172,0.39622641509433965,democrats
23794,3,9,113,1281,23960,0.0,-2.0,rebel,0.7796610169491526,0.39622641509433965,democrats
24483,3,9,114,1317,24649,0.0,2.0,conform,0.7666666666666667,0.39622641509433965,democrats
24610,3,9,115,1298,24776,1.0,-1.0,conform,0.7666666666666667,0.3888888888888889,democrats
24643,3,9,116,1310,24809,1.0,-1.0,conform,0.7704918032786885,0.3888888888888889,democrats
24823,3,9,117,1332,24989,1.0,1.0,rebel,0.7741935483870968,0.3888888888888889,democrats
25008,3,9,118,1335,25174,1.0,-2.0,conform,0.7741935483870968,0.4,democrats
25273,3,9,119,1345,25439,1.0,-1.0,conform,0.7777777777777778,0.4,democrats
25468,3,9,120,1364,25634,0.0,1.0,conform,0.78125,0.4,democrats
25639,3,9,121,1357,25805,1.0,-1.0,conform,0.78125,0.39285714285714285,democrats
25777,3,9,122,1384,25943,0.0,1.0,conform,0.7846153846153846,0.39285714285714285,democrats
25961,3,9,123,1286,26127,1.0,-2.0,conform,0.7846153846153846,0.38596491228070173,democrats
26331,3,9,124,1382,26497,1.0,-2.0,conform,0.7878787878787878,0.38596491228070173,democrats
26444,3,9,125,1411,26610,0.0,1.0,conform,0.7910447761194029,0.38596491228070173,democrats
26646,3,9,126,1423,26814,1.0,-2.0,conform,0.7910447761194029,0.3793103448275862,democrats
26847,3,9,127,1433,27015,0.0,-1.0,rebel,0.7941176470588235,0.3793103448275862,democrats
27131,3,9,128,1437,27304,1.0,2.0,rebel,0.782608695652174,0.3793103448275862,democrats
27396,3,9,129,1469,27573,1.0,2.0,rebel,0.782608695652174,0.3898305084745763,democrats
27425,3,9,130,1453,27604,0.0,2.0,conform,0.782608695652174,0.4,democrats
27742,3,9,131,1463,27929,0.0,1.0,conform,0.782608695652174,0.39344262295081966,democrats
27763,3,9,132,1486,27950,1.0,-2.0,conform,0.782608695652174,0.3870967741935484,democrats
28066,3,9,133,1494,28253,0.0,1.0,conform,0.7857142857142857,0.3870967741935484,democrats
28146,3,9,134,1506,28333,1.0,-2.0,conform,0.7857142857142857,0.38095238095238093,democrats
28209,3,9,135,1401,28396,1.0,-2.0,conform,0.7887323943661971,0.38095238095238093,democrats
28532,3,9,136,1518,28721,0.0,2.0,conform,0.7916666666666666,0.38095238095238093,democrats
28940,3,9,138,1528,29129,0.0,1.0,conform,0.7916666666666666,0.375,democrats
28954,3,9,139,1537,29143,1.0,1.0,rebel,0.7916666666666666,0.36923076923076925,democrats
29367,3,9,140,1561,29560,0.0,2.0,conform,0.7916666666666666,0.3787878787878788,democrats
29509,3,9,141,1569,29702,0.0,1.0,conform,0.7916666666666666,0.373134328358209,democrats
29579,3,9,142,1576,29772,0.0,-2.0,rebel,0.7916666666666666,0.36764705882352944,democrats
29819,3,9,143,1593,30015,1.0,-1.0,conform,0.7808219178082192,0.36764705882352944,democrats
29852,3,9,144,1609,30048,0.0,1.0,conform,0.7837837837837838,0.36764705882352944,democrats
29924,3,9,145,1595,30120,0.0,1.0,conform,0.7837837837837838,0.36231884057971014,democrats
30377,3,9,146,1615,30578,0.0,2.0,conform,0.7837837837837838,0.35714285714285715,democrats
30524,3,9,147,1629,30726,0.0,2.0,conform,0.7837837837837838,0.352112676056338,democrats
30717,3,9,148,1643,30920,0.0,1.0,conform,0.7837837837837838,0.3472222222222222,democrats
31059,3,9,149,1649,31275,1.0,2.0,rebel,0.7837837837837838,0.3424657534246575,democrats
31206,3,9,150,1655,31423,1.0,2.0,rebel,0.7837837837837838,0.35135135135135137,democrats
31382,3,9,151,1671,31603,0.0,2.0,conform,0.7837837837837838,0.36,democrats
31395,3,9,152,1670,31618,1.0,-2.0,conform,0.7837837837837838,0.35526315789473684,democrats
31736,3,9,153,1689,32001,1.0,-1.0,conform,0.7866666666666666,0.35526315789473684,democrats
31960,3,9,154,1704,32233,0.0,1.0,conform,0.7894736842105263,0.35526315789473684,democrats
32226,3,9,155,1719,32550,0.0,1.0,conform,0.7894736842105263,0.35064935064935066,democrats
32453,3,9,156,1732,32777,0.0,-2.0,rebel,0.7894736842105263,0.34615384615384615,democrats
32659,3,9,157,1740,32983,0.0,1.0,conform,0.7792207792207793,0.34615384615384615,democrats
